longitude,latitude,visit_date,transparency_m,color_id,HELCOM_ID,country,level_2,Name,Open_sea,F2_Name,new_area_k,Shape_Leng,Shape_Area,geometry
24.11657,57.60188,2021-08-06T08:40:00Z,3.2,13,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,24.11657|57.60188
24.29427,57.59443,2021-08-06T09:55:00Z,2.6,17,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,24.29427|57.59443
24.33497,57.59342,2021-08-06T10:24:00Z,2,17,LAT-004,Latvia,Gulf of Riga,"Gulf of Riga stony coast, waterbodies D&F",,"Gulf of Riga stony coast, waterbodies D&F",308.69830546,436367.284109,1064792248.48,24.33497|57.59342
24.35387,57.44897,2021-08-06T11:29:00Z,2.2,13,LAT-004,Latvia,Gulf of Riga,"Gulf of Riga stony coast, waterbodies D&F",,"Gulf of Riga stony coast, waterbodies D&F",308.69830546,436367.284109,1064792248.48,24.35387|57.44897
24.37361,57.31508,2021-11-11T12:14:00Z,1.9,19,LAT-004,Latvia,Gulf of Riga,"Gulf of Riga stony coast, waterbodies D&F",,"Gulf of Riga stony coast, waterbodies D&F",308.69830546,436367.284109,1064792248.48,24.37361|57.31508
24.29034,57.31275,2021-11-11T13:21:00Z,2.5,13,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,24.29034|57.31275
24.08476,57.34967,2021-11-11T14:22:00Z,2.8,13,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,24.08476|57.34967
23.76769,57.41659,2021-11-11T16:03:00Z,3,13,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,23.76769|57.41659
24.08366,57.34982,2021-08-02T13:02:00Z,3.2,13,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,24.08366|57.34982
24.28587,57.31359,2021-08-02T11:56:00Z,2.1,19,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,24.28587|57.31359
24.37464,57.31632,2021-08-02T11:17:00Z,1.8,19,LAT-004,Latvia,Gulf of Riga,"Gulf of Riga stony coast, waterbodies D&F",,"Gulf of Riga stony coast, waterbodies D&F",308.69830546,436367.284109,1064792248.48,24.37464|57.31632
23.88748,57.05402,2021-11-12T08:06:00Z,2.5,13,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,,Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,23.88748|57.05402
23.91846,57.02525,2021-11-12T09:00:00Z,2.5,13,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,,Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,23.91846|57.02525
23.74161,56.98001,2021-11-12T10:10:00Z,2.3,13,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,,Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,23.74161|56.98001
23.4871,57.04604,2021-11-12T11:30:00Z,2.5,13,LAT-003,Latvia,Gulf of Riga,"Gulf of Riga sandy coast, waterbodies C&E",,"Gulf of Riga sandy coast, waterbodies C&E",387.080162999,296440.220511,1327844259.75,23.4871|57.04604
23.25437,57.16674,2021-11-12T13:00:00Z,2.3,13,LAT-003,Latvia,Gulf of Riga,"Gulf of Riga sandy coast, waterbodies C&E",,"Gulf of Riga sandy coast, waterbodies C&E",387.080162999,296440.220511,1327844259.75,23.25437|57.16674
23.91657,57.84949,2021-11-15T08:29:00Z,2.3,13,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,23.91657|57.84949
24.24363,57.88036,2021-11-15T10:29:00Z,2.3,17,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,24.24363|57.88036
24.31368,57.74764,2021-11-15T11:44:00Z,2.3,17,LAT-004,Latvia,Gulf of Riga,"Gulf of Riga stony coast, waterbodies D&F",,"Gulf of Riga stony coast, waterbodies D&F",308.69830546,436367.284109,1064792248.48,24.31368|57.74764
24.11821,57.60144,2021-11-15T13:06:00Z,3.1,13,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,24.11821|57.60144
24.33503,57.59377,2021-11-15T14:13:00Z,2.9,13,LAT-004,Latvia,Gulf of Riga,"Gulf of Riga stony coast, waterbodies D&F",,"Gulf of Riga stony coast, waterbodies D&F",308.69830546,436367.284109,1064792248.48,24.33503|57.59377
24.30011,57.59117,2021-11-15T14:31:00Z,3.1,13,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,24.30011|57.59117
24.35414,57.44924,2021-11-15T16:09:00Z,2.5,17,LAT-004,Latvia,Gulf of Riga,"Gulf of Riga stony coast, waterbodies D&F",,"Gulf of Riga stony coast, waterbodies D&F",308.69830546,436367.284109,1064792248.48,24.35414|57.44924
23.98328,57.1,2021-04-28T14:10:00Z,1.5,15,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,,Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,23.98328|57.1
23.98328,57.1,2021-04-29T12:30:00Z,1.2,21,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,,Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,23.98328|57.1
23.98333,57.104,2021-05-12T09:42:00Z,1,21,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,,Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,23.98333|57.104
23.985,57.10233,2021-06-10T09:50:00Z,1,21,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,,Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,23.985|57.10233
23.98416,57.10233,2021-06-11T10:07:00Z,1.5,19,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,,Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,23.98416|57.10233
23.98333,57.10183,2021-06-21T09:55:00Z,2,21,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,,Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,23.98333|57.10183
23.983,57.10183,2021-07-15T09:50:00Z,1.5,15,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,,Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,23.983|57.10183
23.987444,57.100221,2021-09-09T10:42:00Z,3.1,19,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,,Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,23.987444|57.100221
23.98466,57.085,2021-09-10T10:17:00Z,2.1,19,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,,Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,23.98466|57.085
23.98416,57.10316,2021-07-16T09:21:00Z,1.8,15,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,,Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,23.98416|57.10316
24.31487,57.28483,2021-04-29T08:00:00Z,1.5,17,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,24.31487|57.28483
24.31435,57.27835,2021-06-05T07:10:00Z,2,12,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,24.31435|57.27835
22.3418,57.7957,2013-05-03T11:00:00Z,2.8,17,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,22.3418|57.7957
23.85,57.3,2013-05-06T18:10:00Z,4.8,11,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,23.85|57.3
23.9833,57.1,2013-05-07T07:10:00Z,1.3,21,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,,Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,23.9833|57.1
24.0017,57.0833,2013-05-07T08:00:00Z,1.2,21,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,,Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,24.0017|57.0833
23.6167,57.6167,2013-05-07T16:22:00Z,3.2,11,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,23.6167|57.6167
22.41,57.8433,2013-05-23T19:10:00Z,4,9,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,22.41|57.8433
22.9833,57.5667,2013-05-24T08:05:00Z,3,21,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,22.9833|57.5667
23.6167,57.6167,2013-05-24T12:00:00Z,3,21,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,23.6167|57.6167
24.1167,57.6,2013-05-24T15:00:00Z,3,11,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,24.1167|57.6
24.2976,57.5922,2013-05-24T17:25:00Z,1.5,21,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,24.2976|57.5922
24.3367,57.5933,2013-05-24T18:50:00Z,1.5,21,LAT-004,Latvia,Gulf of Riga,"Gulf of Riga stony coast, waterbodies D&F",,"Gulf of Riga stony coast, waterbodies D&F",308.69830546,436367.284109,1064792248.48,24.3367|57.5933
24.3533,57.4483,2013-05-24T20:05:00Z,1.5,21,LAT-004,Latvia,Gulf of Riga,"Gulf of Riga stony coast, waterbodies D&F",,"Gulf of Riga stony coast, waterbodies D&F",308.69830546,436367.284109,1064792248.48,24.3533|57.4483
24.2717,57.4415,2013-05-24T20:45:00Z,1.5,21,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,24.2717|57.4415
24.3733,57.315,2013-05-25T07:05:00Z,2.5,21,LAT-004,Latvia,Gulf of Riga,"Gulf of Riga stony coast, waterbodies D&F",,"Gulf of Riga stony coast, waterbodies D&F",308.69830546,436367.284109,1064792248.48,24.3733|57.315
24.2867,57.3133,2013-05-25T08:15:00Z,2.5,21,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,24.2867|57.3133
24.25,57.1683,2013-05-25T10:10:00Z,1,21,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,,Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,24.25|57.1683
24.2167,57.1833,2013-05-25T11:40:00Z,2.5,21,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,,Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,24.2167|57.1833
24.0017,57.0833,2013-05-25T12:35:00Z,1.5,21,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,,Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,24.0017|57.0833
23.9833,57.1,2013-05-25T14:50:00Z,3,21,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,,Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,23.9833|57.1
23.9565,57.1243,2013-05-25T16:45:00Z,2.5,21,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,,Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,23.9565|57.1243
23.9333,57.1667,2013-05-25T17:55:00Z,2.5,21,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,,Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,23.9333|57.1667
23.92,57.025,2013-05-25T19:35:00Z,1.5,21,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,,Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,23.92|57.025
23.8883,57.055,2013-05-25T20:50:00Z,1.5,21,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,,Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,23.8883|57.055
23.85,57.3,2013-05-26T08:05:00Z,4.5,21,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,23.85|57.3
23.7667,57.4167,2013-05-26T11:40:00Z,2.8,11,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,23.7667|57.4167
23.4833,57.4,2013-05-26T14:40:00Z,3,11,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,23.4833|57.4
22.8167,57.5333,2013-05-26T18:35:00Z,1.5,21,LAT-003,Latvia,Gulf of Riga,"Gulf of Riga sandy coast, waterbodies C&E",,"Gulf of Riga sandy coast, waterbodies C&E",387.080162999,296440.220511,1327844259.75,22.8167|57.5333
23.07,57.3967,2013-05-26T20:40:00Z,1.5,21,LAT-004,Latvia,Gulf of Riga,"Gulf of Riga stony coast, waterbodies D&F",,"Gulf of Riga stony coast, waterbodies D&F",308.69830546,436367.284109,1064792248.48,23.07|57.3967
23.254,57.1667,2013-05-27T07:10:00Z,1.5,21,LAT-003,Latvia,Gulf of Riga,"Gulf of Riga sandy coast, waterbodies C&E",,"Gulf of Riga sandy coast, waterbodies C&E",387.080162999,296440.220511,1327844259.75,23.254|57.1667
23.4867,57.0467,2013-05-27T08:50:00Z,2,21,LAT-003,Latvia,Gulf of Riga,"Gulf of Riga sandy coast, waterbodies C&E",,"Gulf of Riga sandy coast, waterbodies C&E",387.080162999,296440.220511,1327844259.75,23.4867|57.0467
23.6667,57.1667,2013-05-27T10:35:00Z,2,19,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,23.6667|57.1667
24.2518,57.7633,2013-08-05T07:00:00Z,4.2,11,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,24.2518|57.7633
24.2433,57.88,2013-08-05T07:25:00Z,4.3,9,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,24.2433|57.88
24.3533,58.0708,2013-08-05T07:38:00Z,4.3,11,EST-018,Estonia,Gulf of Riga,NE part of the Gulf of Riga CWB,,EE_18,1926.65785695,1086062.9138,6931317200.6,24.3533|58.0708
24.3367,57.5933,2013-08-05T07:52:00Z,4.4,11,LAT-004,Latvia,Gulf of Riga,"Gulf of Riga stony coast, waterbodies D&F",,"Gulf of Riga stony coast, waterbodies D&F",308.69830546,436367.284109,1064792248.48,24.3367|57.5933
24.3533,57.4483,2013-08-05T08:05:00Z,4.5,9,LAT-004,Latvia,Gulf of Riga,"Gulf of Riga stony coast, waterbodies D&F",,"Gulf of Riga stony coast, waterbodies D&F",308.69830546,436367.284109,1064792248.48,24.3533|57.4483
24.3733,57.315,2013-08-05T08:18:00Z,4.6,9,LAT-004,Latvia,Gulf of Riga,"Gulf of Riga stony coast, waterbodies D&F",,"Gulf of Riga stony coast, waterbodies D&F",308.69830546,436367.284109,1064792248.48,24.3733|57.315
24.0017,57.0833,2013-08-05T08:25:00Z,4.4,9,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,,Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,24.0017|57.0833
24.097,57.0986,2013-08-05T08:33:00Z,4.4,9,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,,Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,24.097|57.0986
24.25,57.1683,2013-08-05T08:41:00Z,4.5,9,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,,Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,24.25|57.1683
23.9683,57.0433,2013-08-05T08:50:00Z,4.8,13,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,,Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,23.9683|57.0433
23.92,57.025,2013-08-05T09:02:00Z,4.6,11,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,,Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,23.92|57.025
23.7433,56.98,2013-08-05T09:12:00Z,4.5,11,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,,Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,23.7433|56.98
23.2754,57.173,2013-08-05T09:24:00Z,4.7,9,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,23.2754|57.173
23.705,56.9767,2013-08-05T09:33:00Z,4.8,13,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,,Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,23.705|56.9767
23.4867,57.0467,2013-08-05T09:43:00Z,4.9,11,LAT-003,Latvia,Gulf of Riga,"Gulf of Riga sandy coast, waterbodies C&E",,"Gulf of Riga sandy coast, waterbodies C&E",387.080162999,296440.220511,1327844259.75,23.4867|57.0467
23.07,57.3967,2013-08-05T10:00:00Z,4.8,13,LAT-004,Latvia,Gulf of Riga,"Gulf of Riga stony coast, waterbodies D&F",,"Gulf of Riga stony coast, waterbodies D&F",308.69830546,436367.284109,1064792248.48,23.07|57.3967
22.6167,57.7333,2013-08-05T10:47:00Z,5.1,9,LAT-003,Latvia,Gulf of Riga,"Gulf of Riga sandy coast, waterbodies C&E",,"Gulf of Riga sandy coast, waterbodies C&E",387.080162999,296440.220511,1327844259.75,22.6167|57.7333
22.8167,57.5333,2013-08-05T12:28:00Z,7.2,9,LAT-003,Latvia,Gulf of Riga,"Gulf of Riga sandy coast, waterbodies C&E",,"Gulf of Riga sandy coast, waterbodies C&E",387.080162999,296440.220511,1327844259.75,22.8167|57.5333
23.705,56.9767,2013-08-06T19:15:00Z,4.6,13,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,,Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,23.705|56.9767
24.3733,57.315,2013-08-06T20:20:00Z,3.8,9,LAT-004,Latvia,Gulf of Riga,"Gulf of Riga stony coast, waterbodies D&F",,"Gulf of Riga stony coast, waterbodies D&F",308.69830546,436367.284109,1064792248.48,24.3733|57.315
22.41,57.8433,2013-08-16T19:15:00Z,3.6,11,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,22.41|57.8433
22.8167,57.5333,2013-08-17T06:20:00Z,3.5,17,LAT-003,Latvia,Gulf of Riga,"Gulf of Riga sandy coast, waterbodies C&E",,"Gulf of Riga sandy coast, waterbodies C&E",387.080162999,296440.220511,1327844259.75,22.8167|57.5333
22.9833,57.5667,2013-08-17T07:20:00Z,3.2,19,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,22.9833|57.5667
23.07,57.3967,2013-08-17T09:10:00Z,3.2,17,LAT-004,Latvia,Gulf of Riga,"Gulf of Riga stony coast, waterbodies D&F",,"Gulf of Riga stony coast, waterbodies D&F",308.69830546,436367.284109,1064792248.48,23.07|57.3967
23.2373,57.3589,2013-08-17T10:20:00Z,3.9,15,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,23.2373|57.3589
23.4833,57.4,2013-08-17T12:15:00Z,3.4,15,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,23.4833|57.4
23.254,57.1667,2013-08-17T14:55:00Z,2.7,19,LAT-003,Latvia,Gulf of Riga,"Gulf of Riga sandy coast, waterbodies C&E",,"Gulf of Riga sandy coast, waterbodies C&E",387.080162999,296440.220511,1327844259.75,23.254|57.1667
23.6667,57.1667,2013-08-17T16:45:00Z,3.1,15,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,23.6667|57.1667
23.9333,57.1667,2013-08-17T18:15:00Z,3.2,17,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,,Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,23.9333|57.1667
23.9833,57.1,2013-08-17T19:10:00Z,2.7,19,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,,Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,23.9833|57.1
24.0017,57.0833,2013-08-17T20:40:00Z,1.8,21,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,,Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,24.0017|57.0833
23.92,57.025,2013-08-17T21:40:00Z,2.3,17,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,,Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,23.92|57.025
24.25,57.1683,2013-08-18T06:10:00Z,2.1,15,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,,Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,24.25|57.1683
24.2167,57.1833,2013-08-18T06:50:00Z,3,15,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,,Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,24.2167|57.1833
23.85,57.3,2013-08-18T09:45:00Z,3.8,11,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,23.85|57.3
24.0833,57.35,2013-08-18T13:25:00Z,4.6,13,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,24.0833|57.35
24.3733,57.315,2013-08-18T15:05:00Z,2.5,17,LAT-004,Latvia,Gulf of Riga,"Gulf of Riga stony coast, waterbodies D&F",,"Gulf of Riga stony coast, waterbodies D&F",308.69830546,436367.284109,1064792248.48,24.3733|57.315
24.2867,57.3133,2013-08-18T15:50:00Z,2.9,19,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,24.2867|57.3133
24.3533,57.4483,2013-08-18T17:40:00Z,2.1,19,LAT-004,Latvia,Gulf of Riga,"Gulf of Riga stony coast, waterbodies D&F",,"Gulf of Riga stony coast, waterbodies D&F",308.69830546,436367.284109,1064792248.48,24.3533|57.4483
24.3367,57.5933,2013-08-18T18:55:00Z,2.1,19,LAT-004,Latvia,Gulf of Riga,"Gulf of Riga stony coast, waterbodies D&F",,"Gulf of Riga stony coast, waterbodies D&F",308.69830546,436367.284109,1064792248.48,24.3367|57.5933
24.2976,57.5922,2013-08-18T19:35:00Z,2.8,15,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,24.2976|57.5922
24.1167,57.6,2013-08-18T21:00:00Z,3.6,11,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,24.1167|57.6
23.7667,57.4167,2013-08-19T06:10:00Z,3.6,13,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,23.7667|57.4167
23.6167,57.6167,2013-08-19T08:45:00Z,3.5,11,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,23.6167|57.6167
23.9167,57.85,2013-08-19T12:40:00Z,3.8,13,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,23.9167|57.85
24.406166,57.312766,2013-08-21T16:03:00Z,1.5,19,LAT-004,Latvia,Gulf of Riga,"Gulf of Riga stony coast, waterbodies D&F",,"Gulf of Riga stony coast, waterbodies D&F",308.69830546,436367.284109,1064792248.48,24.406166|57.312766
24.381216,57.299733,2013-08-21T00:00:00Z,3.9,17,LAT-004,Latvia,Gulf of Riga,"Gulf of Riga stony coast, waterbodies D&F",,"Gulf of Riga stony coast, waterbodies D&F",308.69830546,436367.284109,1064792248.48,24.381216|57.299733
24.382449,57.285433,2013-08-21T19:30:00Z,3.9,15,LAT-004,Latvia,Gulf of Riga,"Gulf of Riga stony coast, waterbodies D&F",,"Gulf of Riga stony coast, waterbodies D&F",308.69830546,436367.284109,1064792248.48,24.382449|57.285433
24.376916,57.32565,2013-08-22T09:10:00Z,3.6,19,LAT-004,Latvia,Gulf of Riga,"Gulf of Riga stony coast, waterbodies D&F",,"Gulf of Riga stony coast, waterbodies D&F",308.69830546,436367.284109,1064792248.48,24.376916|57.32565
24.381599,57.343649,2013-08-22T10:55:00Z,3.5,15,LAT-004,Latvia,Gulf of Riga,"Gulf of Riga stony coast, waterbodies D&F",,"Gulf of Riga stony coast, waterbodies D&F",308.69830546,436367.284109,1064792248.48,24.381599|57.343649
24.3988,57.358133,2013-08-22T11:10:00Z,2.2,19,LAT-004,Latvia,Gulf of Riga,"Gulf of Riga stony coast, waterbodies D&F",,"Gulf of Riga stony coast, waterbodies D&F",308.69830546,436367.284109,1064792248.48,24.3988|57.358133
24.368733,57.405016,2013-08-22T15:45:00Z,2.8,15,LAT-004,Latvia,Gulf of Riga,"Gulf of Riga stony coast, waterbodies D&F",,"Gulf of Riga stony coast, waterbodies D&F",308.69830546,436367.284109,1064792248.48,24.368733|57.405016
24.368649,57.389233,2013-08-22T16:55:00Z,3,15,LAT-004,Latvia,Gulf of Riga,"Gulf of Riga stony coast, waterbodies D&F",,"Gulf of Riga stony coast, waterbodies D&F",308.69830546,436367.284109,1064792248.48,24.368649|57.389233
