x,y,latitude,transparency_m,station_vi,longitude,fid,visit_date,color_id,HELCOM_ID,country,level_2,Name,Open_sea,F2_Name,new_area_k,Shape_Leng,Shape_Area
24.1167,57.6,57.6,3.9,98456,24.1167,298,1998/11/13 07:50:00.000,9,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7
24.3367,57.5933,57.5933,3.9,98457,24.3367,299,1998/11/13 09:10:00.000,9,LAT-004,Latvia,Gulf of Riga,"Gulf of Riga stony coast, waterbodies D&F",,"Gulf of Riga stony coast, waterbodies D&F",308.69830546,436367.284109,1064792248.48
23.9167,57.85,57.85,4.3,98458,23.9167,300,1998/11/13 12:00:00.000,9,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7
23.6167,57.6167,57.6167,4.3,98459,23.6167,301,1998/11/13 14:15:00.000,9,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7
23.4833,57.4,57.4,3.9,98462,23.4833,302,1998/11/14 08:05:00.000,9,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7
23.2123,57.3275,57.3275,3.9,98463,23.2123,303,1998/11/14 09:45:00.000,11,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7
23.4867,57.0467,57.0467,3.9,98464,23.4867,304,1998/11/14 12:20:00.000,9,LAT-003,Latvia,Gulf of Riga,"Gulf of Riga sandy coast, waterbodies C&E",,"Gulf of Riga sandy coast, waterbodies C&E",387.080162999,296440.220511,1327844259.75
23.92,57.025,57.025,2.2,98465,23.92,305,1998/11/14 14:55:00.000,21,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,,Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07
23.85,57.3,57.3,3.5,98468,23.85,306,1998/12/15 12:40:00.000,9,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7
23.6667,57.1667,57.1667,4,98469,23.6667,307,1998/12/15 16:00:00.000,9,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7
22.9833,57.5667,57.5667,2.5,98472,22.9833,308,1998/12/16 07:10:00.000,13,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7
23.2123,57.3275,57.3275,2.5,98473,23.2123,309,1998/12/16 10:55:00.000,12,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7
23.4867,57.0467,57.0467,2.5,98474,23.4867,310,1998/12/16 13:30:00.000,12,LAT-003,Latvia,Gulf of Riga,"Gulf of Riga sandy coast, waterbodies C&E",,"Gulf of Riga sandy coast, waterbodies C&E",387.080162999,296440.220511,1327844259.75
23.92,57.025,57.025,2.5,98475,23.92,311,1998/12/16 15:45:00.000,12,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,,Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07
23.9833,57.1,57.1,1.3,90068,23.9833,312,1990/05/06 08:40:00.000,17,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,,Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07
23.85,57.3,57.3,2.3,90069,23.85,313,1990/05/06 10:55:00.000,17,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7
23.7667,57.4167,57.4167,2.8,90070,23.7667,314,1990/05/06 13:00:00.000,15,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7
24.0833,57.35,57.35,1.9,90071,24.0833,315,1990/05/06 14:55:00.000,16,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7
24.3533,57.4483,57.4483,1.1,90072,24.3533,316,1990/05/06 16:30:00.000,19,LAT-004,Latvia,Gulf of Riga,"Gulf of Riga stony coast, waterbodies D&F",,"Gulf of Riga stony coast, waterbodies D&F",308.69830546,436367.284109,1064792248.48
24.3733,57.315,57.315,1,90073,24.3733,317,1990/05/06 18:15:00.000,19,LAT-004,Latvia,Gulf of Riga,"Gulf of Riga stony coast, waterbodies D&F",,"Gulf of Riga stony coast, waterbodies D&F",308.69830546,436367.284109,1064792248.48
24.25,57.1683,57.1683,1.3,90074,24.25,318,1990/05/06 19:45:00.000,19,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,,Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07
24.0017,57.0833,57.0833,1.6,90075,24.0017,319,1990/05/06 21:15:00.000,18,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,,Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07
23.92,57.025,57.025,1.3,90076,23.92,320,1990/05/07 08:10:00.000,17,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,,Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07
23.7433,56.98,56.98,1.3,90077,23.7433,321,1990/05/07 09:20:00.000,18,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,,Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07
23.4867,57.0467,57.0467,1.3,90078,23.4867,322,1990/05/07 11:15:00.000,17,LAT-003,Latvia,Gulf of Riga,"Gulf of Riga sandy coast, waterbodies C&E",,"Gulf of Riga sandy coast, waterbodies C&E",387.080162999,296440.220511,1327844259.75
23.2754,57.173,57.173,1.5,90079,23.2754,323,1990/05/07 12:55:00.000,17,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7
23.4833,57.4,57.4,2.2,90080,23.4833,324,1990/05/07 15:00:00.000,18,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7
23.07,57.3967,57.3967,1.8,90081,23.07,325,1990/05/07 16:55:00.000,16,LAT-004,Latvia,Gulf of Riga,"Gulf of Riga stony coast, waterbodies D&F",,"Gulf of Riga stony coast, waterbodies D&F",308.69830546,436367.284109,1064792248.48
22.9833,57.5667,57.5667,1.8,90083,22.9833,326,1990/05/07 20:35:00.000,15,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7
22.6167,57.7333,57.7333,2.7,90085,22.6167,327,1990/05/08 08:10:00.000,15,LAT-003,Latvia,Gulf of Riga,"Gulf of Riga sandy coast, waterbodies C&E",,"Gulf of Riga sandy coast, waterbodies C&E",387.080162999,296440.220511,1327844259.75
22.8833,57.7976,57.7976,2.7,90086,22.8833,328,1990/05/08 10:10:00.000,15,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7
22.41,57.8433,57.8433,3.7,90087,22.41,329,1990/05/08 12:40:00.000,14,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7
22.8533,58.2167,58.2167,3.3,90090,22.8533,330,1990/05/08 19:05:00.000,15,EST-017,Estonia,Gulf of Riga,NW part of the Gulf of Riga CWB,,EE_17,1677.52099587,1289835.61524,6037258921.89
23.6842,58.3427,58.3427,3,90093,23.6842,331,1990/05/09 08:15:00.000,17,EST-018,Estonia,Gulf of Riga,NE part of the Gulf of Riga CWB,,EE_18,1926.65785695,1086062.9138,6931317200.6
23.8317,58.1672,58.1672,2.9,90095,23.8317,332,1990/05/09 12:15:00.000,16,EST-018,Estonia,Gulf of Riga,NE part of the Gulf of Riga CWB,,EE_18,1926.65785695,1086062.9138,6931317200.6
24.3533,58.0708,58.0708,2.8,90096,24.3533,333,1990/05/09 14:45:00.000,15,EST-018,Estonia,Gulf of Riga,NE part of the Gulf of Riga CWB,,EE_18,1926.65785695,1086062.9138,6931317200.6
24.1318,57.9683,57.9683,3,90097,24.1318,334,1990/05/09 16:30:00.000,16,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7
24.2433,57.88,57.88,2.3,90098,24.2433,335,1990/05/09 17:45:00.000,16,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7
24.3367,57.5933,57.5933,2.6,90099,24.3367,336,1990/05/09 19:55:00.000,15,LAT-004,Latvia,Gulf of Riga,"Gulf of Riga stony coast, waterbodies D&F",,"Gulf of Riga stony coast, waterbodies D&F",308.69830546,436367.284109,1064792248.48
23.6167,57.6167,57.6167,3.2,90102,23.6167,337,1990/05/10 11:25:00.000,12,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7
23.35,57.96,57.96,3.2,90103,23.35,338,1990/05/10 15:00:00.000,12,EST-019,Estonia,Gulf of Riga,Central part of the Gulf of Riga CWB,,EE_19,1960.16337669,379661.151667,6969951504.02
22.41,57.8433,57.8433,3.5,90134,22.41,339,1990/06/01 20:50:00.000,12,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7
23.4,58.2,58.2,5.3,90135,23.4,340,1990/06/02 08:05:00.000,12,EST-019,Estonia,Gulf of Riga,Central part of the Gulf of Riga CWB,,EE_19,1960.16337669,379661.151667,6969951504.02
23.35,57.96,57.96,4,90136,23.35,341,1990/06/02 10:15:00.000,15,EST-019,Estonia,Gulf of Riga,Central part of the Gulf of Riga CWB,,EE_19,1960.16337669,379661.151667,6969951504.02
23.6167,57.6167,57.6167,3,90137,23.6167,342,1990/06/02 13:30:00.000,16,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7
23.85,57.3,57.3,3.3,90138,23.85,343,1990/06/02 16:20:00.000,16,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7
23.9833,57.1,57.1,2,90139,23.9833,344,1990/06/02 17:55:00.000,20,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,,Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07
24.0017,57.0833,57.0833,2,90140,24.0017,345,1990/06/02 18:35:00.000,15,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,,Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07
23.9833,57.1,57.1,2.6,90154,23.9833,346,1990/08/07 08:30:00.000,14,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,,Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07
24.0017,57.0833,57.0833,1.8,90155,24.0017,347,1990/08/07 10:00:00.000,15,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,,Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07
23.92,57.025,57.025,2.4,90156,23.92,348,1990/08/07 11:15:00.000,11,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,,Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07
23.7433,56.98,56.98,2.5,90157,23.7433,349,1990/08/07 12:30:00.000,17,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,,Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07
23.4867,57.0467,57.0467,2.4,90158,23.4867,350,1990/08/07 14:20:00.000,16,LAT-003,Latvia,Gulf of Riga,"Gulf of Riga sandy coast, waterbodies C&E",,"Gulf of Riga sandy coast, waterbodies C&E",387.080162999,296440.220511,1327844259.75
23.2754,57.173,57.173,2.8,90159,23.2754,351,1990/08/07 16:00:00.000,15,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7
23.85,57.3,57.3,2.8,90160,23.85,352,1990/08/07 18:50:00.000,14,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7
24.0833,57.35,57.35,2.8,90161,24.0833,353,1990/08/07 20:45:00.000,15,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7
24.25,57.1683,57.1683,2.6,90162,24.25,354,1990/08/08 08:20:00.000,14,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,,Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07
24.3733,57.315,57.315,2.2,90163,24.3733,355,1990/08/08 09:40:00.000,14,LAT-004,Latvia,Gulf of Riga,"Gulf of Riga stony coast, waterbodies D&F",,"Gulf of Riga stony coast, waterbodies D&F",308.69830546,436367.284109,1064792248.48
24.3533,57.4483,57.4483,1.7,90164,24.3533,356,1990/08/08 11:40:00.000,14,LAT-004,Latvia,Gulf of Riga,"Gulf of Riga stony coast, waterbodies D&F",,"Gulf of Riga stony coast, waterbodies D&F",308.69830546,436367.284109,1064792248.48
24.3367,57.5933,57.5933,2,90166,24.3367,357,1990/08/08 14:05:00.000,15,LAT-004,Latvia,Gulf of Riga,"Gulf of Riga stony coast, waterbodies D&F",,"Gulf of Riga stony coast, waterbodies D&F",308.69830546,436367.284109,1064792248.48
24.1167,57.6,57.6,2.7,90167,24.1167,358,1990/08/08 15:40:00.000,13,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7
23.6167,57.6167,57.6167,2.8,90168,23.6167,359,1990/08/08 18:15:00.000,13,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7
23.7667,57.4167,57.4167,2.7,90169,23.7667,360,1990/08/08 20:25:00.000,12,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7
23.4833,57.4,57.4,3,90170,23.4833,361,1990/08/09 08:25:00.000,11,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7
23.07,57.3967,57.3967,2.5,90171,23.07,362,1990/08/09 10:35:00.000,15,LAT-004,Latvia,Gulf of Riga,"Gulf of Riga stony coast, waterbodies D&F",,"Gulf of Riga stony coast, waterbodies D&F",308.69830546,436367.284109,1064792248.48
22.41,57.8433,57.8433,2.2,90172,22.41,363,1990/08/10 10:50:00.000,13,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7
22.8167,57.5333,57.5333,2,90174,22.8167,364,1990/08/09 15:25:00.000,16,LAT-003,Latvia,Gulf of Riga,"Gulf of Riga sandy coast, waterbodies C&E",,"Gulf of Riga sandy coast, waterbodies C&E",387.080162999,296440.220511,1327844259.75
22.8833,57.7976,57.7976,3.5,90175,22.8833,365,1990/08/09 17:55:00.000,11,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7
22.3731,58.1098,58.1098,2,90178,22.3731,366,1990/08/10 14:10:00.000,12,EST-017,Estonia,Gulf of Riga,NW part of the Gulf of Riga CWB,,EE_17,1677.52099587,1289835.61524,6037258921.89
22.8546,58.1048,58.1048,2.8,90179,22.8546,367,1990/08/10 16:55:00.000,14,EST-017,Estonia,Gulf of Riga,NW part of the Gulf of Riga CWB,,EE_17,1677.52099587,1289835.61524,6037258921.89
23.2227,58.384,58.384,2.2,90181,23.2227,368,1990/08/10 21:10:00.000,16,EST-017,Estonia,Gulf of Riga,NW part of the Gulf of Riga CWB,,EE_17,1677.52099587,1289835.61524,6037258921.89
23.6842,58.3427,58.3427,2,90182,23.6842,369,1990/08/11 08:30:00.000,13,EST-018,Estonia,Gulf of Riga,NE part of the Gulf of Riga CWB,,EE_18,1926.65785695,1086062.9138,6931317200.6
23.4,58.2,58.2,2.5,90183,23.4,370,1990/08/11 09:55:00.000,15,EST-019,Estonia,Gulf of Riga,Central part of the Gulf of Riga CWB,,EE_19,1960.16337669,379661.151667,6969951504.02
23.8317,58.1672,58.1672,2,90184,23.8317,371,1990/08/11 11:55:00.000,14,EST-018,Estonia,Gulf of Riga,NE part of the Gulf of Riga CWB,,EE_18,1926.65785695,1086062.9138,6931317200.6
24.3533,58.0708,58.0708,2.2,90185,24.3533,372,1990/08/11 16:20:00.000,13,EST-018,Estonia,Gulf of Riga,NE part of the Gulf of Riga CWB,,EE_18,1926.65785695,1086062.9138,6931317200.6
24.1318,57.9683,57.9683,1.5,90186,24.1318,373,1990/08/11 17:50:00.000,13,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7
24.2433,57.88,57.88,2,90187,24.2433,374,1990/08/11 18:55:00.000,13,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7
24.0017,57.0833,57.0833,3.2,90224,24.0017,375,1990/10/03 10:10:00.000,15,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,,Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07
24.0833,57.35,57.35,4.2,90227,24.0833,376,1990/10/03 14:00:00.000,9,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7
24.3533,57.4483,57.4483,3,90228,24.3533,377,1990/10/03 15:20:00.000,15,LAT-004,Latvia,Gulf of Riga,"Gulf of Riga stony coast, waterbodies D&F",,"Gulf of Riga stony coast, waterbodies D&F",308.69830546,436367.284109,1064792248.48
24.1167,57.6,57.6,4,90231,24.1167,378,1990/10/03 18:35:00.000,12,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7
23.85,57.3,57.3,3,90233,23.85,379,1990/10/04 10:10:00.000,15,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7
23.4867,57.0467,57.0467,3.8,90234,23.4867,380,1990/10/04 12:50:00.000,13,LAT-003,Latvia,Gulf of Riga,"Gulf of Riga sandy coast, waterbodies C&E",,"Gulf of Riga sandy coast, waterbodies C&E",387.080162999,296440.220511,1327844259.75
23.2754,57.173,57.173,3.2,90235,23.2754,381,1990/10/04 14:15:00.000,13,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7
23.07,57.3967,57.3967,3,90236,23.07,382,1990/10/04 16:15:00.000,13,LAT-004,Latvia,Gulf of Riga,"Gulf of Riga stony coast, waterbodies D&F",,"Gulf of Riga stony coast, waterbodies D&F",308.69830546,436367.284109,1064792248.48
23.4833,57.4,57.4,4.2,90237,23.4833,383,1990/10/04 18:00:00.000,13,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7
22.8167,57.5333,57.5333,3.8,90239,22.8167,384,1990/10/07 08:05:00.000,16,LAT-003,Latvia,Gulf of Riga,"Gulf of Riga sandy coast, waterbodies C&E",,"Gulf of Riga sandy coast, waterbodies C&E",387.080162999,296440.220511,1327844259.75
24.2433,57.88,57.88,3.2,90240,24.2433,385,1990/10/05 08:10:00.000,14,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7
24.3533,58.0708,58.0708,3.5,90242,24.3533,386,1990/10/05 09:50:00.000,14,EST-018,Estonia,Gulf of Riga,NE part of the Gulf of Riga CWB,,EE_18,1926.65785695,1086062.9138,6931317200.6
24.1318,57.9683,57.9683,3.8,90243,24.1318,387,1990/10/05 11:30:00.000,15,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7
23.4718,58.4311,58.4311,2.8,90246,23.4718,388,1990/10/05 16:30:00.000,13,EST-018,Estonia,Gulf of Riga,NE part of the Gulf of Riga CWB,,EE_18,1926.65785695,1086062.9138,6931317200.6
22.8533,58.2167,58.2167,1.8,90249,22.8533,389,1990/10/06 08:10:00.000,16,EST-017,Estonia,Gulf of Riga,NW part of the Gulf of Riga CWB,,EE_17,1677.52099587,1289835.61524,6037258921.89
22.8546,58.1048,58.1048,3,90250,22.8546,390,1990/10/06 09:40:00.000,14,EST-017,Estonia,Gulf of Riga,NW part of the Gulf of Riga CWB,,EE_17,1677.52099587,1289835.61524,6037258921.89
23.35,57.96,57.96,3.8,90251,23.35,391,1990/10/06 12:00:00.000,12,EST-019,Estonia,Gulf of Riga,Central part of the Gulf of Riga CWB,,EE_19,1960.16337669,379661.151667,6969951504.02
22.8833,57.7976,57.7976,3,90252,22.8833,392,1990/10/06 16:40:00.000,12,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7
22.3731,58.1098,58.1098,1.5,90255,22.3731,393,1990/10/07 15:20:00.000,18,EST-017,Estonia,Gulf of Riga,NW part of the Gulf of Riga CWB,,EE_17,1677.52099587,1289835.61524,6037258921.89
22.54167,57.95,57.95,2.8,90282,22.54167,394,1990/05/08 14:15:00.000,16,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7
23.0503,57.9508,57.9508,3.5,90287,23.0503,395,1990/10/06 14:15:00.000,11,EST-019,Estonia,Gulf of Riga,Central part of the Gulf of Riga CWB,,EE_19,1960.16337669,379661.151667,6969951504.02
22.54167,57.95,57.95,3.2,90288,22.54167,396,1990/10/07 17:05:00.000,11,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7
23.85,57.3,57.3,3.75,204001,23.85,397,2004/01/23 12:10:00.000,13,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7
24.0017,57.0833,57.0833,2.5,204002,24.0017,398,2004/01/23 14:50:00.000,21,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,,Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07
24.0017,57.0833,57.0833,1.5,204005,24.0017,399,2004/02/10 12:15:00.000,19,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,,Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07
23.9833,57.1,57.1,1.6,204006,23.9833,400,2004/02/10 13:20:00.000,18,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,,Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07
23.808,57.128166,57.128166,1.4,204007,23.808,401,2004/02/22 15:20:00.000,12,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,,Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07
23.6667,57.1667,57.1667,3,204008,23.6667,402,2004/02/27 12:00:00.000,11,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7
23.4833,57.4,57.4,3.5,204009,23.4833,403,2004/02/27 14:25:00.000,11,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7
24.0833,57.35,57.35,2.8,204012,24.0833,404,2004/02/28 09:15:00.000,12,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7
23.85,57.3,57.3,3,204013,23.85,405,2004/02/28 12:40:00.000,12,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7
23.9833,57.1,57.1,2.1,204014,23.9833,406,2004/02/28 15:10:00.000,17,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,,Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07
24.0017,57.0833,57.0833,1.8,204017,24.0017,407,2004/03/11 12:50:00.000,21,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,,Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07
23.9565,57.1243,57.1243,3.5,204018,23.9565,408,2004/03/11 14:50:00.000,19,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,,Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07
24.0017,57.0833,57.0833,1.6,204020,24.0017,409,2004/03/23 08:40:00.000,17,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,,Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07
23.9833,57.1,57.1,2.3,204021,23.9833,410,2004/03/23 09:20:00.000,9,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,,Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07
23.9333,57.1667,57.1667,4,204022,23.9333,411,2004/03/23 10:20:00.000,9,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,,Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07
23.6667,57.1667,57.1667,4,204023,23.6667,412,2004/03/23 12:05:00.000,9,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7
23.4833,57.4,57.4,5.5,204024,23.4833,413,2004/03/23 14:25:00.000,9,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7
22.9833,57.5667,57.5667,4.8,204025,22.9833,414,2004/03/23 17:10:00.000,9,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7
24.1167,57.6,57.6,4.3,204027,24.1167,415,2004/03/24 07:55:00.000,9,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7
