longitude,visit_date,color_id,latitude,fid,station_vi,transparen,HELCOM_ID,country,level_2,Name,Open_sea,F2_Name,new_area_k,Shape_Leng,Shape_Area,geometry,Day_generated,Month_generated,Year_generated,Year_adj_generated,period_label,leap_year,group_labels
23.9893,2000-05-16T10:25:00Z,21,57.088,3079,200105,1.8,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,"",Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,23.9893|57.088,16,5,2000,2000,Mar-02:May-30,TRUE,spring
23.985,2000-05-16T10:35:00Z,21,57.0977,3080,200106,1.6,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,"",Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,23.985|57.0977,16,5,2000,2000,Mar-02:May-30,TRUE,spring
23.9833,2000-05-16T10:50:00Z,19,57.1,3081,200107,1.6,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,"",Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,23.9833|57.1,16,5,2000,2000,Mar-02:May-30,TRUE,spring
23.9565,2000-05-16T11:25:00Z,21,57.0893,3082,200108,1.2,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,"",Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,23.9565|57.0893,16,5,2000,2000,Mar-02:May-30,TRUE,spring
23.9702,2000-05-16T11:45:00Z,19,57.1165,3083,200109,1.3,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,"",Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,23.9702|57.1165,16,5,2000,2000,Mar-02:May-30,TRUE,spring
23.9695,2000-05-16T12:00:00Z,11,57.1212,3084,200110,1.7,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,"",Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,23.9695|57.1212,16,5,2000,2000,Mar-02:May-30,TRUE,spring
23.9565,2000-05-16T12:15:00Z,11,57.1243,3085,200111,1.9,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,"",Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,23.9565|57.1243,16,5,2000,2000,Mar-02:May-30,TRUE,spring
23.9432,2000-05-16T13:05:00Z,11,57.1552,3086,200112,2,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,"",Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,23.9432|57.1552,16,5,2000,2000,Mar-02:May-30,TRUE,spring
23.9333,2000-05-16T13:45:00Z,13,57.1667,3087,200113,3.9,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,"",Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,23.9333|57.1667,16,5,2000,2000,Mar-02:May-30,TRUE,spring
23.9372,2000-05-16T14:30:00Z,9,57.179,3088,200114,1.8,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,"",Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,23.9372|57.179,16,5,2000,2000,Mar-02:May-30,TRUE,spring
23.9118,2000-05-16T15:05:00Z,9,57.2222,3089,200115,2.1,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,"",Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,23.9118|57.2222,16,5,2000,2000,Mar-02:May-30,TRUE,spring
23.8887,2000-05-16T15:25:00Z,9,57.2575,3090,200116,3,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,23.8887|57.2575,16,5,2000,2000,Mar-02:May-30,TRUE,spring
23.8642,2000-05-16T15:50:00Z,9,57.279,3091,200117,2,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,23.8642|57.279,16,5,2000,2000,Mar-02:May-30,TRUE,spring
23.85,2000-05-16T16:30:00Z,9,57.3,3092,200118,3.4,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,23.85|57.3,16,5,2000,2000,Mar-02:May-30,TRUE,spring
24.0017,2000-05-23T11:10:00Z,17,57.0833,3093,200120,1.9,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,"",Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,24.0017|57.0833,23,5,2000,2000,Mar-02:May-30,TRUE,spring
23.9833,2000-05-23T11:55:00Z,15,57.1,3094,200121,1.4,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,"",Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,23.9833|57.1,23,5,2000,2000,Mar-02:May-30,TRUE,spring
23.9792,2000-05-23T12:45:00Z,17,57.0737,3095,200122,2.1,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,"",Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,23.9792|57.0737,23,5,2000,2000,Mar-02:May-30,TRUE,spring
23.9683,2000-05-23T13:25:00Z,17,57.0433,3096,200123,1.7,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,"",Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,23.9683|57.0433,23,5,2000,2000,Mar-02:May-30,TRUE,spring
23.92,2000-05-23T14:10:00Z,17,57.025,3097,200124,1.4,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,"",Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,23.92|57.025,23,5,2000,2000,Mar-02:May-30,TRUE,spring
23.7433,2000-05-23T15:05:00Z,9,56.98,3098,200125,1.5,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,"",Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,23.7433|56.98,23,5,2000,2000,Mar-02:May-30,TRUE,spring
23.705,2000-05-23T16:20:00Z,9,56.9767,3099,200126,1.7,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,"",Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,23.705|56.9767,23,5,2000,2000,Mar-02:May-30,TRUE,spring
23.4867,2000-05-23T17:15:00Z,13,57.0467,3100,200127,1.8,LAT-003,Latvia,Gulf of Riga,"Gulf of Riga sandy coast, waterbodies C&E","","Gulf of Riga sandy coast, waterbodies C&E",387.080162999,296440.220511,1327844259.75,23.4867|57.0467,23,5,2000,2000,Mar-02:May-30,TRUE,spring
23.6667,2000-05-23T18:50:00Z,9,57.1667,3101,200128,2,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,23.6667|57.1667,23,5,2000,2000,Mar-02:May-30,TRUE,spring
23.85,2000-05-23T20:40:00Z,13,57.3,3102,200129,2,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,23.85|57.3,23,5,2000,2000,Mar-02:May-30,TRUE,spring
23.4833,2000-05-24T05:15:00Z,9,57.4,3103,200130,2.1,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,23.4833|57.4,24,5,2000,2000,Mar-02:May-30,TRUE,spring
22.9833,2000-05-24T08:20:00Z,9,57.5667,3104,200131,2.2,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,22.9833|57.5667,24,5,2000,2000,Mar-02:May-30,TRUE,spring
23.6167,2000-05-24T11:30:00Z,9,57.6167,3105,200132,2.1,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,23.6167|57.6167,24,5,2000,2000,Mar-02:May-30,TRUE,spring
24.1167,2000-05-24T14:25:00Z,9,57.6,3106,200133,1.9,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,24.1167|57.6,24,5,2000,2000,Mar-02:May-30,TRUE,spring
24.0833,2000-05-24T16:50:00Z,13,57.35,3107,200134,1.8,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,24.0833|57.35,24,5,2000,2000,Mar-02:May-30,TRUE,spring
24.3733,2000-05-24T18:40:00Z,13,57.315,3108,200135,1.8,LAT-004,Latvia,Gulf of Riga,"Gulf of Riga stony coast, waterbodies D&F","","Gulf of Riga stony coast, waterbodies D&F",308.69830546,436367.284109,1064792248.48,24.3733|57.315,24,5,2000,2000,Mar-02:May-30,TRUE,spring
24.3667,2000-05-24T19:35:00Z,13,57.24,3109,200136,1.3,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,"",Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,24.3667|57.24,24,5,2000,2000,Mar-02:May-30,TRUE,spring
24.25,2000-05-24T20:35:00Z,13,57.1683,3110,200137,1.6,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,"",Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,24.25|57.1683,24,5,2000,2000,Mar-02:May-30,TRUE,spring
23.85,2000-05-25T05:20:00Z,9,57.3,3111,200138,2.3,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,23.85|57.3,25,5,2000,2000,Mar-02:May-30,TRUE,spring
24.097,2000-05-25T09:00:00Z,19,57.0986,3112,200139,1.3,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,"",Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,24.097|57.0986,25,5,2000,2000,Mar-02:May-30,TRUE,spring
23.85,2000-06-07T12:40:00Z,11,57.3,3113,200141,2.5,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,23.85|57.3,7,6,2000,2000,Jun-01:Aug-30,TRUE,summer
24.0833,2000-06-07T14:15:00Z,13,57.35,3114,200142,2.7,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,24.0833|57.35,7,6,2000,2000,Jun-01:Aug-30,TRUE,summer
24.3733,2000-06-07T16:20:00Z,13,57.315,3115,200143,2.2,LAT-004,Latvia,Gulf of Riga,"Gulf of Riga stony coast, waterbodies D&F","","Gulf of Riga stony coast, waterbodies D&F",308.69830546,436367.284109,1064792248.48,24.3733|57.315,7,6,2000,2000,Jun-01:Aug-30,TRUE,summer
24.3667,2000-06-07T17:25:00Z,13,57.24,3116,200144,2.7,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,"",Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,24.3667|57.24,7,6,2000,2000,Jun-01:Aug-30,TRUE,summer
24.25,2000-06-07T18:25:00Z,15,57.1683,3117,200145,2,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,"",Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,24.25|57.1683,7,6,2000,2000,Jun-01:Aug-30,TRUE,summer
24.097,2000-06-07T20:00:00Z,15,57.0986,3118,200146,2,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,"",Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,24.097|57.0986,7,6,2000,2000,Jun-01:Aug-30,TRUE,summer
23.9833,2000-06-07T20:55:00Z,17,57.1,3119,200147,2,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,"",Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,23.9833|57.1,7,6,2000,2000,Jun-01:Aug-30,TRUE,summer
23.92,2000-06-08T05:30:00Z,17,57.025,3120,200148,2,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,"",Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,23.92|57.025,8,6,2000,2000,Jun-01:Aug-30,TRUE,summer
23.7433,2000-06-08T06:50:00Z,17,56.98,3121,200149,2,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,"",Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,23.7433|56.98,8,6,2000,2000,Jun-01:Aug-30,TRUE,summer
23.705,2000-06-08T07:50:00Z,13,56.9767,3122,200150,2.5,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,"",Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,23.705|56.9767,8,6,2000,2000,Jun-01:Aug-30,TRUE,summer
23.4867,2000-06-08T08:50:00Z,13,57.0467,3123,200151,2.5,LAT-003,Latvia,Gulf of Riga,"Gulf of Riga sandy coast, waterbodies C&E","","Gulf of Riga sandy coast, waterbodies C&E",387.080162999,296440.220511,1327844259.75,23.4867|57.0467,8,6,2000,2000,Jun-01:Aug-30,TRUE,summer
23.6667,2000-06-08T10:25:00Z,11,57.1667,3124,200152,3,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,23.6667|57.1667,8,6,2000,2000,Jun-01:Aug-30,TRUE,summer
23.4833,2000-06-08T13:55:00Z,11,57.4,3125,200153,3.2,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,23.4833|57.4,8,6,2000,2000,Jun-01:Aug-30,TRUE,summer
23.6167,2000-06-08T16:45:00Z,9,57.6167,3126,200154,3.5,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,23.6167|57.6167,8,6,2000,2000,Jun-01:Aug-30,TRUE,summer
23.85,2000-06-08T20:55:00Z,11,57.3,3127,200155,2.8,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,23.85|57.3,8,6,2000,2000,Jun-01:Aug-30,TRUE,summer
23.9683,2000-06-08T08:40:00Z,16,57.0433,3128,200156,1.8,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,"",Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,23.9683|57.0433,8,6,2000,2000,Jun-01:Aug-30,TRUE,summer
23.9792,2000-06-09T09:15:00Z,19,57.0737,3129,200157,2.1,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,"",Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,23.9792|57.0737,9,6,2000,2000,Jun-01:Aug-30,TRUE,summer
24.0017,2000-06-09T09:35:00Z,19,57.0833,3130,200158,2,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,"",Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,24.0017|57.0833,9,6,2000,2000,Jun-01:Aug-30,TRUE,summer
23.85,2000-06-21T12:30:00Z,11,57.3,3131,200165,1.8,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,23.85|57.3,21,6,2000,2000,Jun-01:Aug-30,TRUE,summer
23.9333,2000-06-21T15:20:00Z,11,57.1667,3132,200166,1.8,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,"",Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,23.9333|57.1667,21,6,2000,2000,Jun-01:Aug-30,TRUE,summer
23.9833,2000-06-21T16:10:00Z,15,57.1,3133,200167,1.8,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,"",Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,23.9833|57.1,21,6,2000,2000,Jun-01:Aug-30,TRUE,summer
24.0017,2000-06-21T16:40:00Z,15,57.0833,3134,200168,1.2,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,"",Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,24.0017|57.0833,21,6,2000,2000,Jun-01:Aug-30,TRUE,summer
24.0017,2000-07-04T11:50:00Z,15,57.0833,3135,200171,1.7,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,"",Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,24.0017|57.0833,4,7,2000,2000,Jun-01:Aug-30,TRUE,summer
23.9833,2000-07-04T12:30:00Z,11,57.1,3136,200172,1.8,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,"",Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,23.9833|57.1,4,7,2000,2000,Jun-01:Aug-30,TRUE,summer
23.9683,2000-07-04T14:15:00Z,12,57.0433,3137,200174,1.4,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,"",Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,23.9683|57.0433,4,7,2000,2000,Jun-01:Aug-30,TRUE,summer
23.705,2000-07-04T17:15:00Z,13,56.9767,3138,200177,1.2,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,"",Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,23.705|56.9767,4,7,2000,2000,Jun-01:Aug-30,TRUE,summer
23.4867,2000-07-04T18:05:00Z,13,57.0467,3139,200178,1.2,LAT-003,Latvia,Gulf of Riga,"Gulf of Riga sandy coast, waterbodies C&E","","Gulf of Riga sandy coast, waterbodies C&E",387.080162999,296440.220511,1327844259.75,23.4867|57.0467,4,7,2000,2000,Jun-01:Aug-30,TRUE,summer
23.6667,2000-07-04T19:50:00Z,11,57.1667,3140,200179,1.6,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,23.6667|57.1667,4,7,2000,2000,Jun-01:Aug-30,TRUE,summer
23.85,2000-07-04T21:50:00Z,11,57.3,3141,200180,1.7,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,23.85|57.3,4,7,2000,2000,Jun-01:Aug-30,TRUE,summer
23.4833,2000-07-05T04:10:00Z,9,57.4,3142,200181,2,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,23.4833|57.4,5,7,2000,2000,Jun-01:Aug-30,TRUE,summer
22.9833,2000-07-05T07:10:00Z,11,57.5667,3143,200182,1.9,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,22.9833|57.5667,5,7,2000,2000,Jun-01:Aug-30,TRUE,summer
23.6167,2000-07-05T10:15:00Z,11,57.6167,3144,200183,1.6,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,23.6167|57.6167,5,7,2000,2000,Jun-01:Aug-30,TRUE,summer
24.1167,2000-07-05T13:25:00Z,11,57.6,3145,200184,1.5,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,24.1167|57.6,5,7,2000,2000,Jun-01:Aug-30,TRUE,summer
24.0833,2000-07-05T15:40:00Z,11,57.35,3146,200185,1.5,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,24.0833|57.35,5,7,2000,2000,Jun-01:Aug-30,TRUE,summer
24.3733,2000-07-05T17:30:00Z,13,57.315,3147,200186,1.5,LAT-004,Latvia,Gulf of Riga,"Gulf of Riga stony coast, waterbodies D&F","","Gulf of Riga stony coast, waterbodies D&F",308.69830546,436367.284109,1064792248.48,24.3733|57.315,5,7,2000,2000,Jun-01:Aug-30,TRUE,summer
24.3667,2000-07-05T18:30:00Z,13,57.24,3148,200187,1.4,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,"",Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,24.3667|57.24,5,7,2000,2000,Jun-01:Aug-30,TRUE,summer
24.25,2000-07-05T19:20:00Z,13,57.1683,3149,200188,1.4,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,"",Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,24.25|57.1683,5,7,2000,2000,Jun-01:Aug-30,TRUE,summer
24.097,2000-07-05T20:30:00Z,13,57.0986,3150,200189,1.6,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,"",Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,24.097|57.0986,5,7,2000,2000,Jun-01:Aug-30,TRUE,summer
23.85,2000-07-06T05:55:00Z,11,57.3,3151,200190,1.7,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,23.85|57.3,6,7,2000,2000,Jun-01:Aug-30,TRUE,summer
23.786,2000-07-17T11:50:00Z,15,56.9772,3152,200192,0.8,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,"",Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,23.786|56.9772,17,7,2000,2000,Jun-01:Aug-30,TRUE,summer
24.0017,2000-07-18T11:10:00Z,13,57.0833,3153,200194,1.8,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,"",Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,24.0017|57.0833,18,7,2000,2000,Jun-01:Aug-30,TRUE,summer
23.9833,2000-07-18T11:55:00Z,13,57.1,3154,200195,1.6,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,"",Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,23.9833|57.1,18,7,2000,2000,Jun-01:Aug-30,TRUE,summer
23.9333,2000-07-18T12:50:00Z,13,57.1667,3155,200196,1.7,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,"",Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,23.9333|57.1667,18,7,2000,2000,Jun-01:Aug-30,TRUE,summer
23.85,2000-07-18T14:20:00Z,13,57.3,3156,200197,1.6,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,23.85|57.3,18,7,2000,2000,Jun-01:Aug-30,TRUE,summer
23.8083,2000-07-24T10:45:00Z,15,56.9817,3157,200198,1,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,"",Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,23.8083|56.9817,24,7,2000,2000,Jun-01:Aug-30,TRUE,summer
23.786,2000-07-24T11:10:00Z,15,56.9772,3158,200199,1,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,"",Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,23.786|56.9772,24,7,2000,2000,Jun-01:Aug-30,TRUE,summer
23.8083,2000-07-31T10:15:00Z,19,56.9817,3159,200200,0.3,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,"",Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,23.8083|56.9817,31,7,2000,2000,Jun-01:Aug-30,TRUE,summer
23.786,2000-07-31T10:40:00Z,19,56.9772,3160,200201,0.6,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,"",Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,23.786|56.9772,31,7,2000,2000,Jun-01:Aug-30,TRUE,summer
23.8083,2000-08-07T11:20:00Z,15,56.9817,3161,200202,1.2,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,"",Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,23.8083|56.9817,7,8,2000,2000,Jun-01:Aug-30,TRUE,summer
23.786,2000-08-07T11:45:00Z,15,56.9772,3162,200203,1,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,"",Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,23.786|56.9772,7,8,2000,2000,Jun-01:Aug-30,TRUE,summer
23.8083,2000-08-14T10:20:00Z,19,56.9817,3163,200204,1,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,"",Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,23.8083|56.9817,14,8,2000,2000,Jun-01:Aug-30,TRUE,summer
23.786,2000-08-14T10:50:00Z,19,56.9772,3164,200205,1.2,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,"",Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,23.786|56.9772,14,8,2000,2000,Jun-01:Aug-30,TRUE,summer
23.8083,2000-08-21T11:20:00Z,15,56.9817,3165,200214,1,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,"",Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,23.8083|56.9817,21,8,2000,2000,Jun-01:Aug-30,TRUE,summer
23.786,2000-08-21T11:55:00Z,15,56.9772,3166,200215,1,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,"",Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,23.786|56.9772,21,8,2000,2000,Jun-01:Aug-30,TRUE,summer
23.8129,2000-08-26T11:45:00Z,17,57.0862,3167,200216,2.1,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,"",Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,23.8129|57.0862,26,8,2000,2000,Jun-01:Aug-30,TRUE,summer
23.7495,2000-08-26T12:55:00Z,17,57.082333,3168,200217,2.2,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,"",Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,23.7495|57.082333,26,8,2000,2000,Jun-01:Aug-30,TRUE,summer
23.705,2000-08-26T14:25:00Z,11,56.9767,3169,200218,2.4,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,"",Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,23.705|56.9767,26,8,2000,2000,Jun-01:Aug-30,TRUE,summer
23.4867,2000-08-26T15:35:00Z,11,57.0467,3170,200219,3,LAT-003,Latvia,Gulf of Riga,"Gulf of Riga sandy coast, waterbodies C&E","","Gulf of Riga sandy coast, waterbodies C&E",387.080162999,296440.220511,1327844259.75,23.4867|57.0467,26,8,2000,2000,Jun-01:Aug-30,TRUE,summer
23.2754,2000-08-26T17:25:00Z,13,57.173,3171,200220,2.8,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,23.2754|57.173,26,8,2000,2000,Jun-01:Aug-30,TRUE,summer
23.2123,2000-08-26T19:10:00Z,9,57.3275,3172,200221,3.1,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,23.2123|57.3275,26,8,2000,2000,Jun-01:Aug-30,TRUE,summer
