longitude,latitude,visit_date,transparency_m,color_id,HELCOM_ID,country,level_2,Name,Open_sea,F2_Name,new_area_k,Shape_Leng,Shape_Area,Day_generated,Month_generated,Year_generated,Year_adj_generated,period_label,leap_year,group_labels
23.9833,57.1,1996-05-08T16:05:00Z,2.2,18,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,"",Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,8,5,1996,1996,Mar-02:May-30,TRUE,spring
23.85,57.3,1996-05-10T03:00:00Z,2.8,17,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,10,5,1996,1996,Mar-02:May-30,TRUE,spring
23.9833,57.1,1996-05-22T12:25:00Z,1.8,17,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,"",Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,22,5,1996,1996,Mar-02:May-30,TRUE,spring
23.85,57.3,1996-05-22T18:45:00Z,2.3,17,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,22,5,1996,1996,Mar-02:May-30,TRUE,spring
23.85,57.3,1996-06-13T08:20:00Z,2.5,17,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,13,6,1996,1996,Jun-01:Aug-30,TRUE,summer
23.9833,57.1,1996-06-13T11:45:00Z,2,17,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,"",Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,13,6,1996,1996,Jun-01:Aug-30,TRUE,summer
23.9833,57.1,1996-07-18T09:30:00Z,2,21,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,"",Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,18,7,1996,1996,Jun-01:Aug-30,TRUE,summer
23.85,57.3,1996-07-18T12:58:00Z,4.2,13,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,18,7,1996,1996,Jun-01:Aug-30,TRUE,summer
23.85,57.3,1996-08-22T15:00:00Z,3.2,11,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,22,8,1996,1996,Jun-01:Aug-30,TRUE,summer
23.9833,57.1,1996-09-18T07:30:00Z,2.1,16,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,"",Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,18,9,1996,1996,Sep-01:Nov-30,TRUE,autumn
23.85,57.3,1996-09-19T03:30:00Z,3.2,11,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,19,9,1996,1996,Sep-01:Nov-30,TRUE,autumn
23.9833,57.1,1996-10-11T07:55:00Z,3.1,12,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,"",Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,11,10,1996,1996,Sep-01:Nov-30,TRUE,autumn
23.85,57.3,1996-10-11T10:15:00Z,3.7,11,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,11,10,1996,1996,Sep-01:Nov-30,TRUE,autumn
23.9833,57.1,1996-10-30T09:30:00Z,3.4,14,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,"",Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,30,10,1996,1996,Sep-01:Nov-30,TRUE,autumn
23.85,57.3,1996-10-30T14:40:00Z,4.2,12,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,30,10,1996,1996,Sep-01:Nov-30,TRUE,autumn
23.9833,57.1,2008-01-08T11:35:00Z,2.8,15,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,"",Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,8,1,2008,2008,Dec-01:Mar-01,TRUE,winter
23.85,57.3,2008-01-08T14:35:00Z,2.2,13,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,8,1,2008,2008,Dec-01:Mar-01,TRUE,winter
23.9833,57.1,2008-03-15T16:05:00Z,1.5,21,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,"",Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,15,3,2008,2008,Mar-02:May-30,TRUE,spring
23.9833,57.1,2008-05-14T12:00:00Z,1.6,21,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,"",Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,14,5,2008,2008,Mar-02:May-30,TRUE,spring
23.85,57.3,2008-05-14T19:40:00Z,3,15,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,14,5,2008,2008,Mar-02:May-30,TRUE,spring
23.9833,57.1,2008-06-05T10:00:00Z,2.2,21,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,"",Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,5,6,2008,2008,Jun-01:Aug-30,TRUE,summer
23.9833,57.1,2008-07-16T11:00:00Z,3,13,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,"",Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,16,7,2008,2008,Jun-01:Aug-30,TRUE,summer
23.85,57.3,2008-07-16T13:05:00Z,4,11,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,16,7,2008,2008,Jun-01:Aug-30,TRUE,summer
23.85,57.3,2008-08-12T10:25:00Z,5.5,13,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,12,8,2008,2008,Jun-01:Aug-30,TRUE,summer
23.9833,57.1,2008-08-12T18:30:00Z,1.2,15,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,"",Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,12,8,2008,2008,Jun-01:Aug-30,TRUE,summer
23.9833,57.1,2008-09-02T15:15:00Z,2.8,11,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,"",Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,2,9,2008,2008,Sep-01:Nov-30,TRUE,autumn
23.85,57.3,2008-09-03T14:55:00Z,4.5,9,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,3,9,2008,2008,Sep-01:Nov-30,TRUE,autumn
23.9833,57.1,2008-11-21T10:00:00Z,1.5,13,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,"",Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,21,11,2008,2008,Sep-01:Nov-30,TRUE,autumn
23.85,57.3,2008-11-21T14:00:00Z,2.8,11,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,21,11,2008,2008,Sep-01:Nov-30,TRUE,autumn
23.85,57.3,2016-02-04T13:35:00Z,4.5,11,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,4,2,2016,2016,Dec-01:Mar-01,TRUE,winter
23.9833,57.1,2016-03-02T10:55:00Z,5.3,19,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,"",Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,2,3,2016,2016,Mar-02:May-30,TRUE,spring
23.9833,57.1,2016-03-30T10:25:00Z,1.7,21,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,"",Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,30,3,2016,2016,Mar-02:May-30,TRUE,spring
23.9833,57.1,2016-04-12T10:25:00Z,2,21,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,"",Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,12,4,2016,2016,Mar-02:May-30,TRUE,spring
23.9833,57.1,2016-04-27T09:55:00Z,1.6,21,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,"",Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,27,4,2016,2016,Mar-02:May-30,TRUE,spring
23.9833,57.1,2016-10-05T00:00:00Z,1.5,21,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,"",Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,5,10,2016,2016,Sep-01:Nov-30,TRUE,autumn
23.9833,57.1,2016-05-16T14:50:00Z,2.2,21,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,"",Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,16,5,2016,2016,Mar-02:May-30,TRUE,spring
23.85,57.3,2016-05-19T17:50:00Z,1.8,19,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,19,5,2016,2016,Mar-02:May-30,TRUE,spring
23.85,57.3,2016-07-06T10:45:00Z,2.2,11,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,6,7,2016,2016,Jun-01:Aug-30,TRUE,summer
23.9833,57.1,2016-07-06T12:26:00Z,1.8,19,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,"",Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,6,7,2016,2016,Jun-01:Aug-30,TRUE,summer
23.9833,57.1,2016-06-28T10:10:00Z,1.2,21,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,"",Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,28,6,2016,2016,Jun-01:Aug-30,TRUE,summer
23.9833,57.1,2016-07-13T11:20:00Z,3.1,15,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,"",Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,13,7,2016,2016,Jun-01:Aug-30,TRUE,summer
23.85,57.3,2016-07-27T11:09:00Z,3,11,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,27,7,2016,2016,Jun-01:Aug-30,TRUE,summer
23.9833,57.1,2016-07-27T13:15:00Z,2,19,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,"",Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,27,7,2016,2016,Jun-01:Aug-30,TRUE,summer
23.85,57.3,2016-06-08T11:13:00Z,4,9,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,8,6,2016,2016,Jun-01:Aug-30,TRUE,summer
23.9833,57.1,2016-06-08T13:14:00Z,3.5,9,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,"",Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,8,6,2016,2016,Jun-01:Aug-30,TRUE,summer
23.85,57.3,2016-09-13T10:31:00Z,2.5,9,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,13,9,2016,2016,Sep-01:Nov-30,TRUE,autumn
23.9833,57.1,2016-09-13T11:26:00Z,1.5,19,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,"",Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,13,9,2016,2016,Sep-01:Nov-30,TRUE,autumn
23.85,57.3,2016-10-18T10:55:00Z,4.8,11,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,18,10,2016,2016,Sep-01:Nov-30,TRUE,autumn
23.9833,57.1,2016-10-18T12:00:00Z,3.3,13,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,"",Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,18,10,2016,2016,Sep-01:Nov-30,TRUE,autumn
23.9833,57.1,2016-11-04T12:40:00Z,2,21,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,"",Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,4,11,2016,2016,Sep-01:Nov-30,TRUE,autumn
23.85,57.3,2016-11-04T16:35:00Z,3,9,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,4,11,2016,2016,Sep-01:Nov-30,TRUE,autumn
23.9833,57.1,1976-04-24T08:00:00Z,1.2,20,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,"",Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,24,4,1976,1976,Mar-02:May-30,TRUE,spring
23.85,57.3,1976-04-24T10:30:00Z,2,19,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,24,4,1976,1976,Mar-02:May-30,TRUE,spring
23.9833,57.1,1976-05-19T06:05:00Z,2,21,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,"",Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,19,5,1976,1976,Mar-02:May-30,TRUE,spring
23.85,57.3,1976-05-19T08:45:00Z,3.5,16,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,19,5,1976,1976,Mar-02:May-30,TRUE,spring
23.9833,57.1,1976-06-02T07:55:00Z,2,16,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,"",Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,2,6,1976,1976,Jun-01:Aug-30,TRUE,summer
23.85,57.3,1976-06-02T10:10:00Z,4.5,15,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,2,6,1976,1976,Jun-01:Aug-30,TRUE,summer
23.9833,57.1,1976-07-03T05:40:00Z,3,14,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,"",Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,3,7,1976,1976,Jun-01:Aug-30,TRUE,summer
23.85,57.3,1976-07-03T17:55:00Z,5.5,12,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,3,7,1976,1976,Jun-01:Aug-30,TRUE,summer
23.85,57.3,1976-08-04T07:25:00Z,5,13,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,4,8,1976,1976,Jun-01:Aug-30,TRUE,summer
24.233,58.108,1976-05-06T12:27:00Z,2,16,EST-018,Estonia,Gulf of Riga,NE part of the Gulf of Riga CWB,"",EE_18,1926.65785695,1086062.9138,6931317200.6,6,5,1976,1976,Mar-02:May-30,TRUE,spring
24.233,58.108,1976-05-18T13:40:00Z,3,12,EST-018,Estonia,Gulf of Riga,NE part of the Gulf of Riga CWB,"",EE_18,1926.65785695,1086062.9138,6931317200.6,18,5,1976,1976,Mar-02:May-30,TRUE,spring
24.233,58.108,1976-06-16T18:15:00Z,4.5,14,EST-018,Estonia,Gulf of Riga,NE part of the Gulf of Riga CWB,"",EE_18,1926.65785695,1086062.9138,6931317200.6,16,6,1976,1976,Jun-01:Aug-30,TRUE,summer
24.233,58.108,1976-07-13T18:30:00Z,3.5,14,EST-018,Estonia,Gulf of Riga,NE part of the Gulf of Riga CWB,"",EE_18,1926.65785695,1086062.9138,6931317200.6,13,7,1976,1976,Jun-01:Aug-30,TRUE,summer
24.233,58.108,1976-08-05T11:10:00Z,2.5,14,EST-018,Estonia,Gulf of Riga,NE part of the Gulf of Riga CWB,"",EE_18,1926.65785695,1086062.9138,6931317200.6,5,8,1976,1976,Jun-01:Aug-30,TRUE,summer
24.233,58.108,1976-09-03T15:22:00Z,2,14,EST-018,Estonia,Gulf of Riga,NE part of the Gulf of Riga CWB,"",EE_18,1926.65785695,1086062.9138,6931317200.6,3,9,1976,1976,Sep-01:Nov-30,TRUE,autumn
23.85,57.3,1988-02-06T10:55:00Z,2.2,14,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,6,2,1988,1988,Dec-01:Mar-01,TRUE,winter
23.9833,57.1,1988-05-05T18:45:00Z,2,20,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,"",Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,5,5,1988,1988,Mar-02:May-30,TRUE,spring
23.85,57.3,1988-05-05T21:10:00Z,2.6,16,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,5,5,1988,1988,Mar-02:May-30,TRUE,spring
23.85,57.3,1988-05-26T16:25:00Z,3.5,13,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,26,5,1988,1988,Mar-02:May-30,TRUE,spring
23.9833,57.1,1988-05-26T18:40:00Z,2,20,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,"",Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,26,5,1988,1988,Mar-02:May-30,TRUE,spring
23.9833,57.1,1988-06-06T16:55:00Z,3.9,18,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,"",Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,6,6,1988,1988,Jun-01:Aug-30,TRUE,summer
23.85,57.3,1988-06-06T19:05:00Z,4,14,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,6,6,1988,1988,Jun-01:Aug-30,TRUE,summer
23.85,57.3,1988-08-04T16:35:00Z,5,12,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,4,8,1988,1988,Jun-01:Aug-30,TRUE,summer
23.85,57.3,2000-02-10T13:10:00Z,3.7,9,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,10,2,2000,2000,Dec-01:Mar-01,TRUE,winter
23.9833,57.1,2000-02-10T16:10:00Z,1.9,15,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,"",Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,10,2,2000,2000,Dec-01:Mar-01,TRUE,winter
23.85,57.3,2000-03-09T12:10:00Z,3.8,9,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,9,3,2000,2000,Mar-02:May-30,TRUE,spring
23.9833,57.1,2000-03-09T15:20:00Z,2.8,15,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,"",Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,9,3,2000,2000,Mar-02:May-30,TRUE,spring
23.85,57.3,2000-04-05T11:50:00Z,3.9,11,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,5,4,2000,2000,Mar-02:May-30,TRUE,spring
23.9833,57.1,2000-04-05T15:15:00Z,1.8,19,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,"",Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,5,4,2000,2000,Mar-02:May-30,TRUE,spring
23.9833,57.1,2000-04-18T06:35:00Z,1,19,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,"",Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,18,4,2000,2000,Mar-02:May-30,TRUE,spring
23.85,57.3,2000-04-18T08:35:00Z,2.9,11,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,18,4,2000,2000,Mar-02:May-30,TRUE,spring
23.85,57.3,2000-04-20T07:00:00Z,3.1,11,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,20,4,2000,2000,Mar-02:May-30,TRUE,spring
23.9833,57.1,2000-05-03T18:25:00Z,1.8,19,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,"",Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,3,5,2000,2000,Mar-02:May-30,TRUE,spring
23.85,57.3,2000-05-06T10:30:00Z,3.1,13,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,6,5,2000,2000,Mar-02:May-30,TRUE,spring
23.85,57.3,2000-05-07T11:00:00Z,2.8,9,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,7,5,2000,2000,Mar-02:May-30,TRUE,spring
23.9833,57.1,2000-05-16T10:50:00Z,1.6,19,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,"",Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,16,5,2000,2000,Mar-02:May-30,TRUE,spring
23.85,57.3,2000-05-16T16:30:00Z,3.4,9,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,16,5,2000,2000,Mar-02:May-30,TRUE,spring
23.9833,57.1,2000-05-23T11:55:00Z,1.4,15,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,"",Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,23,5,2000,2000,Mar-02:May-30,TRUE,spring
23.85,57.3,2000-05-23T20:40:00Z,2,13,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,23,5,2000,2000,Mar-02:May-30,TRUE,spring
23.85,57.3,2000-05-25T05:20:00Z,2.3,9,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,25,5,2000,2000,Mar-02:May-30,TRUE,spring
23.85,57.3,2000-06-07T12:40:00Z,2.5,11,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,7,6,2000,2000,Jun-01:Aug-30,TRUE,summer
23.9833,57.1,2000-06-07T20:55:00Z,2,17,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,"",Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,7,6,2000,2000,Jun-01:Aug-30,TRUE,summer
23.85,57.3,2000-06-08T20:55:00Z,2.8,11,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,8,6,2000,2000,Jun-01:Aug-30,TRUE,summer
23.85,57.3,2000-06-21T12:30:00Z,1.8,11,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,21,6,2000,2000,Jun-01:Aug-30,TRUE,summer
23.9833,57.1,2000-06-21T16:10:00Z,1.8,15,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,"",Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,21,6,2000,2000,Jun-01:Aug-30,TRUE,summer
23.9833,57.1,2000-07-04T12:30:00Z,1.8,11,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,"",Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,4,7,2000,2000,Jun-01:Aug-30,TRUE,summer
23.85,57.3,2000-07-04T21:50:00Z,1.7,11,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,4,7,2000,2000,Jun-01:Aug-30,TRUE,summer
23.85,57.3,2000-07-06T05:55:00Z,1.7,11,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,6,7,2000,2000,Jun-01:Aug-30,TRUE,summer
23.9833,57.1,2000-07-18T11:55:00Z,1.6,13,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,"",Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,18,7,2000,2000,Jun-01:Aug-30,TRUE,summer
23.85,57.3,2000-07-18T14:20:00Z,1.6,13,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,18,7,2000,2000,Jun-01:Aug-30,TRUE,summer
23.85,57.3,2000-08-29T05:00:00Z,3.5,11,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,29,8,2000,2000,Jun-01:Aug-30,TRUE,summer
23.9833,57.1,2000-08-29T17:30:00Z,1.4,19,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,"",Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07,29,8,2000,2000,Jun-01:Aug-30,TRUE,summer
23.85,57.3,2000-08-30T16:22:00Z,4.2,9,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,30,8,2000,2000,Jun-01:Aug-30,TRUE,summer
23.9191,57.3401,2000-09-13T19:20:00Z,1.9,11,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,13,9,2000,2000,Sep-01:Nov-30,TRUE,autumn
23.9191,57.3401,2000-09-15T10:05:00Z,3.7,11,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7,15,9,2000,2000,Sep-01:Nov-30,TRUE,autumn
